Type,TPM,Gene
DIPG-VI,0,TP53
DIPG-VI,50.95,TP53
DIPG-VI,36.03,TP53
DIPG-VI,101.22,TP53
DIPG-VI,78.94,TP53
DIPG-VI,1.86,TP53
DIPG-VI,3.62,TP53
DIPG-VI,2.31,TP53
DIPG-VI,207.81,TP53
DIPG-VI,7.48,TP53
DIPG-VI,98.77,TP53
DIPG-VI,37.12,TP53
DIPG-VI,20.84,TP53
DIPG-VI,62.16,TP53
DIPG-VI,37.4,TP53
DIPG-VI,67.21,TP53
DIPG-VI,0,TP53
DIPG-VI,1.08,TP53
DIPG-VI,95.97,TP53
DIPG-VI,0,TP53
DIPG-VI,25.89,TP53
DIPG-VI,56.16,TP53
DIPG-VI,43.33,TP53
DIPG-VI,107.25,TP53
DIPG-VI,0,TP53
DIPG-VI,23.73,TP53
DIPG-VI,43,TP53
DIPG-VI,37.23,TP53
DIPG-VI,93.77,TP53
DIPG-VI,89.11,TP53
DIPG-VI,85.5,TP53
DIPG-VI,223.63,TP53
DIPG-VI,50.6,TP53
DIPG-VI,0,TP53
DIPG-VI,32.19,TP53
DIPG-VI,102.36,TP53
DIPG-VI,44.26,TP53
DIPG-VI,0,TP53
DIPG-VI,33.61,TP53
DIPG-VI,92.42,TP53
DIPG-VI,39.74,TP53
DIPG-VI,240.35,TP53
DIPG-VI,6.08,TP53
DIPG-VI,0,TP53
DIPG-VI,0,TP53
DIPG-VI,0,TP53
DIPG-VI,31.86,TP53
DIPG-VI,31.99,TP53
DIPG-VI,119.26,TP53
DIPG-VI,110.69,TP53
DIPG-VI,95.98,TP53
DIPG-VI,0,TP53
DIPG-VI,95.8,TP53
DIPG-VI,36.26,TP53
DIPG-VI,109.29,TP53
DIPG-VI,35.04,TP53
DIPG-VI,32.74,TP53
DIPG-VI,61.38,TP53
DIPG-VI,52.65,TP53
DIPG-VI,105.32,TP53
DIPG-VI,135.61,TP53
DIPG-VI,50.13,TP53
DIPG-VI,62.97,TP53
DIPG-VI,92.38,TP53
DIPG-VI,43.7,TP53
DIPG-VI,66.14,TP53
DIPG-VI,74.21,TP53
DIPG-VI,146.08,TP53
DIPG-VI,355.14,TP53
DIPG-VI,59.16,TP53
DIPG-VI,152.61,TP53
DIPG-VI,179.16,TP53
DIPG-VI,30.37,TP53
DIPG-VI,76.8,TP53
DIPG-VI,77.25,TP53
DIPG-VI,26.41,TP53
DIPG-VI,308.64,TP53
DIPG-VI,50.6,TP53
DIPG-VI,170.81,TP53
DIPG-VI,0,TP53
DIPG-VI,41.87,TP53
DIPG-VI,854.29,TP53
DIPG-VI,0,TP53
DIPG-VI,17.41,TP53
DIPG-VI,43.88,TP53
DIPG-VI,11.7,TP53
DIPG-VI,10.05,TP53
DIPG-VI,99.48,TP53
DIPG-VI,73.56,TP53
DIPG-VI,9.89,TP53
DIPG-VI,41.76,TP53
DIPG-VI,109.88,TP53
DIPG-VI,75.44,TP53
DIPG-VI,115.37,TP53
DIPG-VI,123.72,TP53
DIPG-VI,9.14,TP53
DIPG-VI,12.5,TP53
DIPG-VI,142.42,TP53
DIPG-VI,39.52,TP53
DIPG-VI,18.27,TP53
DIPG-VI,60.83,TP53
DIPG-VI,35.65,TP53
DIPG-VI,6.78,TP53
DIPG-VI,24.89,TP53
DIPG-VI,11.75,TP53
DIPG-VI,23.43,TP53
DIPG-VI,193.3,TP53
DIPG-VI,36.45,TP53
DIPG-VI,1.91,TP53
DIPG-VI,74.21,TP53
DIPG-VI,1.75,TP53
DIPG-VI,2.48,TP53
DIPG-VI,116.75,TP53
DIPG-VI,25.22,TP53
DIPG-VI,99.32,TP53
DIPG-VI,58.85,TP53
DIPG-VI,32.58,TP53
DIPG-VI,350.87,TP53
DIPG-VI,60.78,TP53
DIPG-VI,3.96,TP53
DIPG-VI,93.35,TP53
DIPG-VI,88.52,TP53
DIPG-VI,66.38,TP53
DIPG-VI,173.88,TP53
DIPG-VI,2.99,TP53
DIPG-VI,0,TP53
DIPG-VI,58.74,TP53
DIPG-VI,48.5,TP53
DIPG-VI,14.09,TP53
DIPG-VI,109.51,TP53
DIPG-VI,144.57,TP53
DIPG-VI,31.58,TP53
DIPG-VI,29.38,TP53
DIPG-VI,0,TP53
DIPG-VI,110.81,TP53
DIPG-VI,129.83,TP53
DIPG-VI,0,TP53
DIPG-VI,72.53,TP53
DIPG-VI,141.55,TP53
DIPG-VI,0,TP53
DIPG-VI,175.61,TP53
DIPG-VI,32.65,TP53
DIPG-VI,0,TP53
DIPG-VI,0,TP53
DIPG-VI,132.21,TP53
DIPG-VI,89.13,TP53
DIPG-VI,103.55,TP53
DIPG-VI,138.54,TP53
DIPG-XIII,153.59,TP53
DIPG-XIII,0,TP53
DIPG-XIII,68.14,TP53
DIPG-XIII,0,TP53
DIPG-XIII,236.53,TP53
DIPG-XIII,55.36,TP53
DIPG-XIII,57.5,TP53
DIPG-XIII,116.82,TP53
DIPG-XIII,0,TP53
DIPG-XIII,45.03,TP53
DIPG-XIII,127.62,TP53
DIPG-XIII,0,TP53
DIPG-XIII,4.1,TP53
DIPG-XIII,123.64,TP53
DIPG-XIII,109.32,TP53
DIPG-XIII,153.56,TP53
DIPG-XIII,226.37,TP53
DIPG-XIII,42.55,TP53
DIPG-XIII,434.53,TP53
DIPG-XIII,67.5,TP53
DIPG-XIII,6.85,TP53
DIPG-XIII,40.01,TP53
DIPG-XIII,38.37,TP53
DIPG-XIII,0,TP53
DIPG-XIII,108.73,TP53
DIPG-XIII,173.22,TP53
DIPG-XIII,5.88,TP53
DIPG-XIII,9.19,TP53
DIPG-XIII,133.52,TP53
DIPG-XIII,0,TP53
DIPG-XIII,269.43,TP53
DIPG-XIII,0,TP53
DIPG-XIII,143.68,TP53
DIPG-XIII,110.36,TP53
DIPG-XIII,98.4,TP53
DIPG-XIII,111.21,TP53
DIPG-XIII,247.64,TP53
DIPG-XIII,77.91,TP53
DIPG-XIII,11.95,TP53
DIPG-XIII,40.8,TP53
DIPG-XIII,216.93,TP53
DIPG-XIII,45.82,TP53
DIPG-XIII,122.54,TP53
DIPG-XIII,0,TP53
DIPG-XIII,0,TP53
DIPG-XIII,65.29,TP53
DIPG-XIII,0,TP53
DIPG-XIII,26.64,TP53
DIPG-XIII,53.32,TP53
DIPG-XIII,0,TP53
DIPG-XIII,0,TP53
DIPG-XIII,44.85,TP53
DIPG-XIII,238.67,TP53
DIPG-XIII,126.66,TP53
DIPG-XIII,12.26,TP53
DIPG-XIII,264.11,TP53
DIPG-XIII,259.37,TP53
DIPG-XIII,82.63,TP53
DIPG-XIII,73.71,TP53
DIPG-XIII,59.23,TP53
DIPG-XIII,89.78,TP53
DIPG-XIII,47.41,TP53
DIPG-XIII,80.66,TP53
DIPG-XIII,135.01,TP53
DIPG-XIII,161.27,TP53
DIPG-XIII,191.26,TP53
DIPG-XIII,84.32,TP53
DIPG-XIII,7.02,TP53
DIPG-XIII,212.67,TP53
DIPG-XIII,0,TP53
DIPG-XIII,37.87,TP53
DIPG-XIII,33.59,TP53
DIPG-XIII,13.31,TP53
DIPG-XIII,239.87,TP53
DIPG-XIII,0,TP53
DIPG-XIII,0,TP53
DIPG-XIII,138.05,TP53
DIPG-XIII,48.03,TP53
DIPG-XIII,51.3,TP53
DIPG-XIII,282.31,TP53
DIPG-XIII,103.15,TP53
DIPG-XIII,30.88,TP53
DIPG-XIII,89.95,TP53
DIPG-XIII,18.03,TP53
DIPG-XIII,158.14,TP53
DIPG-XIII,12.12,TP53
DIPG-XIII,79.81,TP53
DIPG-XIII,0,TP53
DIPG-XIII,227.29,TP53
DIPG-XIII,77.99,TP53
DIPG-XIII,176.68,TP53
DIPG-XIII,70.07,TP53
DIPG-XIII,82.41,TP53
DIPG-XIII,23.77,TP53
DIPG-XIII,155.27,TP53
DIPG-XIII,87.4,TP53
DIPG-XIII,118.94,TP53
DIPG-XIII,167.58,TP53
DIPG-XIII,1.54,TP53
DIPG-XIII,0,TP53
DIPG-XIII,78.8,TP53
DIPG-XIII,54.82,TP53
DIPG-XIII,285.91,TP53
DIPG-XIII,69.34,TP53
DIPG-XIII,159.57,TP53
DIPG-XIII,149.95,TP53
DIPG-XIII,145.73,TP53
DIPG-XIII,0,TP53
DIPG-XIII,136.17,TP53
DIPG-XIII,105.1,TP53
DIPG-XIII,47.28,TP53
DIPG-XIII,380.67,TP53
DIPG-XIII,199.15,TP53
DIPG-XIII,209.01,TP53
DIPG-XIII,14.72,TP53
DIPG-XIII,189.66,TP53
DIPG-XIII,0,TP53
DIPG-XIII,134,TP53
DIPG-XIII,92.91,TP53
DIPG-XIII,125.86,TP53
DIPG-XIII,226.11,TP53
DIPG-XIII,47.14,TP53
DIPG-XIII,84.18,TP53
DIPG-XIII,23.92,TP53
DIPG-XIII,6.51,TP53
DIPG-XIII,9.65,TP53
DIPG-XIII,21.24,TP53
DIPG-XIII,218.98,TP53
DIPG-XIII,124.98,TP53
DIPG-XIII,176.89,TP53
DIPG-XIII,124.46,TP53
DIPG-XIII,159.86,TP53
DIPG-XIII,197.05,TP53
DIPG-XIII,254.06,TP53
DIPG-XIII,36.18,TP53
DIPG-XIII,1.12,TP53
DIPG-XIII,57.45,TP53
DIPG-XIII,0,TP53
DIPG-XIII,144.97,TP53
DIPG-XIII,168.79,TP53
DIPG-XIII,9.8,TP53
DIPG-XIII,263.31,TP53
DIPG-XIII,0,TP53
DIPG-XIII,86.82,TP53
DIPG-XIII,158.98,TP53
DIPG-XIII,106.58,TP53
DIPG-XIII,0,TP53
DIPG-XIII,137.96,TP53
DIPG-XIII,201.08,TP53
DIPG-XIII,77.15,TP53
DIPG-XIII,95.37,TP53
DIPG-XIII,92.24,TP53
DIPG-XIII,84.59,TP53
DIPG-XIII,125.42,TP53
DIPG-XIII,38.11,TP53
DIPG-XIII,143.2,TP53
DIPG-XIII,413.98,TP53
DIPG-XIII,58.05,TP53
DIPG-XIII,95.87,TP53
DIPG-XIII,0,TP53
DIPG-XIII,0,TP53
DIPG-XIII,108.84,TP53
DIPG-XIII,6.75,TP53
DIPG-XIII,15.76,TP53
DIPG-XIII,52.92,TP53
DIPG-XIII,0,TP53
DIPG-XIII,181.36,TP53
DIPG-XIII,75.28,TP53
DIPG-XIII,266.62,TP53
DIPG-XIII,70.44,TP53
DIPG-XIII,95.48,TP53
DIPG-XIII,0,TP53
DIPG-XIII,73.36,TP53
DIPG-XIII,0,TP53
DIPG-XIII,166.77,TP53
DIPG-XIII,152.39,TP53
DIPG-XIII,70.94,TP53
DIPG-XIII,85.59,TP53
DIPG-XIII,127.5,TP53
DIPG-XIII,97.43,TP53
DIPG-XIII,215.15,TP53
DIPG-XIII,224.4,TP53
DIPG-XIII,681.23,TP53
DIPG-XIII,182.48,TP53
DIPG-XIII,63.49,TP53
DIPG-XIII,0,TP53
DIPG-XIII,321.01,TP53
