Type,TPM,Gene,
H2K37M,0,TP53,
H2K37M,2.7,TP53,
H2K37M,5.3,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,180.97,TP53,
H2K37M,76.78,TP53,
H2K37M,74.32,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,11.9,TP53,
H2K37M,8.97,TP53,
H2K37M,0,TP53,
H2K37M,106.05,TP53,
H2K37M,0,TP53,
H2K37M,83.24,TP53,
H2K37M,0,TP53,
H2K37M,83.62,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,161.22,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,76.92,TP53,
H2K37M,165.96,TP53,
H2K37M,266.58,TP53,
H2K37M,0,TP53,
H2K37M,91.56,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,111.38,TP53,
H2K37M,61.27,TP53,
H2K37M,105.22,TP53,
H2K37M,376.86,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,90.11,TP53,
H2K37M,77.14,TP53,
H2K37M,0,TP53,
H2K37M,284.09,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,880.8,TP53,
H2K37M,29.75,TP53,
H2K37M,297.66,TP53,
H2K37M,21.32,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,174.42,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,18.98,TP53,
H2K37M,92.33,TP53,
H2K37M,79.51,TP53,
H2K37M,64.08,TP53,
H2K37M,0,TP53,
H2K37M,352,TP53,
H2K37M,0,TP53,
H2K37M,114.08,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,119.83,TP53,
H2K37M,30.13,TP53,
H2K37M,4.68,TP53,
H2K37M,109.49,TP53,
H2K37M,223.99,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,56.41,TP53,
H2K37M,308.87,TP53,
H2K37M,35.55,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,51.52,TP53,
H2K37M,49.25,TP53,
H2K37M,96.22,TP53,
H2K37M,0,TP53,
H2K37M,10.97,TP53,
H2K37M,21.16,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,70.2,TP53,
H2K37M,225.78,TP53,
H2K37M,0,TP53,
H2K37M,20.48,TP53,
H2K37M,262.76,TP53,
H2K37M,7.28,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,152.68,TP53,
H2K37M,0,TP53,
H2K37M,36.67,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,94.14,TP53,
H2K37M,177.39,TP53,
H2K37M,0,TP53,
H2K37M,19.13,TP53,
H2K37M,69.04,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,120.02,TP53,
H2K37M,468.83,TP53,
H2K37M,2.82,TP53,
H2K37M,0,TP53,
H2K37M,29.84,TP53,
H2K37M,249.95,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,101.52,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,55.38,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,75.35,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,572.01,TP53,
H2K37M,190.34,TP53,
H2K37M,0,TP53,
H2K37M,27.66,TP53,
H2K37M,81.59,TP53,
H2K37M,0,TP53,
H2K37M,16.55,TP53,
H2K37M,51.75,TP53,
H2K37M,0,TP53,
H2K37M,9.59,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,33.83,TP53,
H2K37M,0,TP53,
H2K37M,615.4,TP53,
H2K37M,273.17,TP53,
H2K37M,558.17,TP53,
H2K37M,336,TP53,
H2K37M,65.55,TP53,
H2K37M,26.86,TP53,
H2K37M,0,TP53,
H2K37M,0,TP53,
H2K37M,99.37,TP53,
H2K37M,43.87,TP53,
H2K37M,0,TP53,
H2K37M,351.02,TP53,
H2K37M,104.71,TP53,
H2K37M,186.77,TP53,
H2K37M,116.29,TP53,
H2K37M,14.87,TP53,
H2K37M,52.63,TP53,
H2K37M,103.63,TP53,
IDH-Mut,2.6733,TP53,
IDH-Mut,0.31615,TP53,
IDH-Mut,3.8749,TP53,
IDH-Mut,0.20289,TP53,
IDH-Mut,4.4599,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.44996,TP53,
IDH-Mut,1.5719,TP53,
IDH-Mut,0.15445,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.4402,TP53,
IDH-Mut,2.0827,TP53,
IDH-Mut,3.5321,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.8237,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.3379,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.9686,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0493,TP53,
IDH-Mut,6.0225,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.2074,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.369,TP53,
IDH-Mut,4.2008,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.4249,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.25338,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.109,TP53,
IDH-Mut,0.22527,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.9627,TP53,
IDH-Mut,3.26,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.9891,TP53,
IDH-Mut,3.4366,TP53,
IDH-Mut,3.8643,TP53,
IDH-Mut,4.5152,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.6269,TP53,
IDH-Mut,2.514,TP53,
IDH-Mut,0.33342,TP53,
IDH-Mut,0.93508,TP53,
IDH-Mut,4.7649,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.54498,TP53,
IDH-Mut,2.3994,TP53,
IDH-Mut,2.0885,TP53,
IDH-Mut,3.8181,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0389,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4935,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.6088,TP53,
IDH-Mut,3.106,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.5692,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0479,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.62667,TP53,
IDH-Mut,5.0879,TP53,
IDH-Mut,3.0458,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.5451,TP53,
IDH-Mut,2.3205,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,5.1554,TP53,
IDH-Mut,4.5473,TP53,
IDH-Mut,1.7604,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,6.4254,TP53,
IDH-Mut,3.7048,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.7744,TP53,
IDH-Mut,4.3205,TP53,
IDH-Mut,0,TP53,
IDH-Mut,5.9027,TP53,
IDH-Mut,3.2004,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.1833,TP53,
IDH-Mut,3.4116,TP53,
IDH-Mut,2.5993,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.2389,TP53,
IDH-Mut,5.6182,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.8084,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.4958,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.7437,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.9079,TP53,
IDH-Mut,3.9069,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.4306,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.544,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.459,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.9605,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.8208,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.6575,TP53,
IDH-Mut,3.8865,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.2248,TP53,
IDH-Mut,2.0317,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.2129,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.0183,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4195,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.4579,TP53,
IDH-Mut,4.5781,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4781,TP53,
IDH-Mut,0,TP53,
IDH-Mut,5.2397,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.5105,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.6067,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4186,TP53,
IDH-Mut,3.796,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4251,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.1192,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.428,TP53,
IDH-Mut,3.9351,TP53,
IDH-Mut,3.6353,TP53,
IDH-Mut,2.0388,TP53,
IDH-Mut,3.3766,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.227,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.5568,TP53,
IDH-Mut,0.95233,TP53,
IDH-Mut,3.4521,TP53,
IDH-Mut,1.3846,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.1218,TP53,
IDH-Mut,4.632,TP53,
IDH-Mut,4.7635,TP53,
IDH-Mut,3.6028,TP53,
IDH-Mut,3.3106,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.3334,TP53,
IDH-Mut,1.2418,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.5306,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,5.4824,TP53,
IDH-Mut,3.1645,TP53,
IDH-Mut,5.6433,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0935,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.6899,TP53,
IDH-Mut,4.3949,TP53,
IDH-Mut,3.1527,TP53,
IDH-Mut,2.5097,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.2818,TP53,
IDH-Mut,4.0748,TP53,
IDH-Mut,2.9144,TP53,
IDH-Mut,1.6973,TP53,
IDH-Mut,2.6733,TP53,
IDH-Mut,5.1424,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.8528,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.5724,TP53,
IDH-Mut,4.6192,TP53,
IDH-Mut,3.2968,TP53,
IDH-Mut,3.9636,TP53,
IDH-Mut,3.8264,TP53,
IDH-Mut,3.8017,TP53,
IDH-Mut,0.73379,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4296,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.852,TP53,
IDH-Mut,3.8431,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.3471,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.2532,TP53,
IDH-Mut,3.7516,TP53,
IDH-Mut,0.26664,TP53,
IDH-Mut,3.8267,TP53,
IDH-Mut,3.2626,TP53,
IDH-Mut,0.25942,TP53,
IDH-Mut,2.7918,TP53,
IDH-Mut,1.4761,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.4022,TP53,
IDH-Mut,2.1925,TP53,
IDH-Mut,3.666,TP53,
IDH-Mut,4.8158,TP53,
IDH-Mut,0.63877,TP53,
IDH-Mut,0.34937,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.8024,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.4155,TP53,
IDH-Mut,0.2302,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.1633,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.6938,TP53,
IDH-Mut,2.0342,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.97159,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.8707,TP53,
IDH-Mut,1.2449,TP53,
IDH-Mut,0.38184,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.54696,TP53,
IDH-Mut,0.24732,TP53,
IDH-Mut,4.5515,TP53,
IDH-Mut,0.78743,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.4903,TP53,
IDH-Mut,4.2221,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.1852,TP53,
IDH-Mut,5.1033,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.9501,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.55483,TP53,
IDH-Mut,0.77484,TP53,
IDH-Mut,3.9299,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.83915,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.8717,TP53,
IDH-Mut,4.5848,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4558,TP53,
IDH-Mut,2.6185,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.61636,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.7555,TP53,
IDH-Mut,1.8143,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.4202,TP53,
IDH-Mut,0.89142,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.496,TP53,
IDH-Mut,0.92752,TP53,
IDH-Mut,0.37184,TP53,
IDH-Mut,3.4621,TP53,
IDH-Mut,1.7553,TP53,
IDH-Mut,3.8148,TP53,
IDH-Mut,1.5797,TP53,
IDH-Mut,4.9801,TP53,
IDH-Mut,2.7557,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.62574,TP53,
IDH-Mut,2.7277,TP53,
IDH-Mut,3.7164,TP53,
IDH-Mut,4.2927,TP53,
IDH-Mut,1.7995,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.9488,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.0321,TP53,
IDH-Mut,1.6229,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.8867,TP53,
IDH-Mut,2.9855,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.397,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.78157,TP53,
IDH-Mut,3.6799,TP53,
IDH-Mut,1.6803,TP53,
IDH-Mut,4.6611,TP53,
IDH-Mut,1.1063,TP53,
IDH-Mut,1.8663,TP53,
IDH-Mut,3.3777,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.7684,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0931,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.0776,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.988,TP53,
IDH-Mut,2.5385,TP53,
IDH-Mut,3.7155,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.1275,TP53,
IDH-Mut,4.6303,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.2976,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.6801,TP53,
IDH-Mut,5.2323,TP53,
IDH-Mut,0.39944,TP53,
IDH-Mut,1.9437,TP53,
IDH-Mut,5.0867,TP53,
IDH-Mut,4.3501,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.9469,TP53,
IDH-Mut,2.1567,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.344,TP53,
IDH-Mut,0.73118,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.1233,TP53,
IDH-Mut,3.148,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,5.0121,TP53,
IDH-Mut,0.38073,TP53,
IDH-Mut,3.9016,TP53,
IDH-Mut,0.36177,TP53,
IDH-Mut,3.2085,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.60122,TP53,
IDH-Mut,4.3188,TP53,
IDH-Mut,2.22,TP53,
IDH-Mut,5.6804,TP53,
IDH-Mut,3.735,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.8273,TP53,
IDH-Mut,3.6604,TP53,
IDH-Mut,4.185,TP53,
IDH-Mut,4.4729,TP53,
IDH-Mut,2.7683,TP53,
IDH-Mut,4.3566,TP53,
IDH-Mut,5.3351,TP53,
IDH-Mut,4.8223,TP53,
IDH-Mut,5.0005,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.77568,TP53,
IDH-Mut,4.9668,TP53,
IDH-Mut,5.393,TP53,
IDH-Mut,0.30451,TP53,
IDH-Mut,3.6427,TP53,
IDH-Mut,0,TP53,
IDH-Mut,5.3872,TP53,
IDH-Mut,2.8671,TP53,
IDH-Mut,3.939,TP53,
IDH-Mut,2.0161,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.9229,TP53,
IDH-Mut,2.4263,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.706,TP53,
IDH-Mut,1.0587,TP53,
IDH-Mut,1.1223,TP53,
IDH-Mut,2.3297,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.8751,TP53,
IDH-Mut,3.5737,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.60122,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.25459,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.1972,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.8781,TP53,
IDH-Mut,1.8246,TP53,
IDH-Mut,0.87814,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.5008,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.6848,TP53,
IDH-Mut,3.2137,TP53,
IDH-Mut,0.25701,TP53,
IDH-Mut,4.6553,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.0902,TP53,
IDH-Mut,0.44784,TP53,
IDH-Mut,0.5008,TP53,
IDH-Mut,2.6846,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.1193,TP53,
IDH-Mut,3.2789,TP53,
IDH-Mut,2.0058,TP53,
IDH-Mut,3.2314,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.37629,TP53,
IDH-Mut,3.0723,TP53,
IDH-Mut,1.1401,TP53,
IDH-Mut,4.257,TP53,
IDH-Mut,3.0709,TP53,
IDH-Mut,3.9673,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.2614,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.9261,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.5233,TP53,
IDH-Mut,1.7862,TP53,
IDH-Mut,4.1053,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0122,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.3115,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.7565,TP53,
IDH-Mut,3.5712,TP53,
IDH-Mut,4.8873,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.44573,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.7496,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.899,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.4602,TP53,
IDH-Mut,1.0607,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0388,TP53,
IDH-Mut,4.909,TP53,
IDH-Mut,0.68347,TP53,
IDH-Mut,4.2192,TP53,
IDH-Mut,1.7334,TP53,
IDH-Mut,0.48954,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.63691,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.51702,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.2461,TP53,
IDH-Mut,3.1664,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.7944,TP53,
IDH-Mut,2.8707,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.0888,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0568,TP53,
IDH-Mut,4.7149,TP53,
IDH-Mut,3.0711,TP53,
IDH-Mut,2.4346,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.72509,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.9688,TP53,
IDH-Mut,2.7666,TP53,
IDH-Mut,0.26544,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.6778,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.8221,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.6536,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.9199,TP53,
IDH-Mut,0.72334,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.8317,TP53,
IDH-Mut,3.4414,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.7451,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.20664,TP53,
IDH-Mut,3.4871,TP53,
IDH-Mut,0.23143,TP53,
IDH-Mut,4.2323,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.0847,TP53,
IDH-Mut,3.2994,TP53,
IDH-Mut,3.467,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.1421,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.2786,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.5504,TP53,
IDH-Mut,4.2405,TP53,
IDH-Mut,1.8805,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.25338,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.50691,TP53,
IDH-Mut,0.29278,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.4957,TP53,
IDH-Mut,1.177,TP53,
IDH-Mut,2.2488,TP53,
IDH-Mut,3.5346,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.1042,TP53,
IDH-Mut,2.7452,TP53,
IDH-Mut,3.3164,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0986,TP53,
IDH-Mut,3.6909,TP53,
IDH-Mut,0.34596,TP53,
IDH-Mut,3.412,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.6772,TP53,
IDH-Mut,1.4484,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.5449,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.1486,TP53,
IDH-Mut,5.1397,TP53,
IDH-Mut,3.2353,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.0877,TP53,
IDH-Mut,0.56852,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.2349,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.1979,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.2962,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.3724,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.8754,TP53,
IDH-Mut,1.4977,TP53,
IDH-Mut,0.36289,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.9958,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.0707,TP53,
IDH-Mut,3.1499,TP53,
IDH-Mut,4.524,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.8765,TP53,
IDH-Mut,2.1712,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,3.4261,TP53,
IDH-Mut,2.5785,TP53,
IDH-Mut,2.8512,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.1375,TP53,
IDH-Mut,0,TP53,
IDH-Mut,4.6374,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.148,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.31499,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0.93357,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.7958,TP53,
IDH-Mut,1.4542,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.8665,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,0,TP53,
IDH-Mut,2.5437,TP53,
IDH-Mut,0,TP53,
IDH-Mut,1.2129,TP53,
IDH-Mut,0.60881,TP53,
