Type,TPM,Gene
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,101.88,BAI2
H2K37M,0,BAI2
H2K37M,152.57,BAI2
H2K37M,25.87,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,254.31,BAI2
H2K37M,0,BAI2
H2K37M,5.96,BAI2
H2K37M,0,BAI2
H2K37M,213.62,BAI2
H2K37M,81.92,BAI2
H2K37M,0,BAI2
H2K37M,1.83,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,6.47,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,82.02,BAI2
H2K37M,0,BAI2
H2K37M,8.98,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,108.03,BAI2
H2K37M,42.53,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,206.49,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,4,BAI2
H2K37M,93.74,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,142.31,BAI2
H2K37M,362.3,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,68.96,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,65.26,BAI2
H2K37M,110.32,BAI2
H2K37M,50.99,BAI2
H2K37M,128.77,BAI2
H2K37M,133.65,BAI2
H2K37M,0,BAI2
H2K37M,56.49,BAI2
H2K37M,152.21,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,24.65,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,123.32,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,102.18,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,32.22,BAI2
H2K37M,0,BAI2
H2K37M,42.42,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,322.54,BAI2
H2K37M,51.83,BAI2
H2K37M,136.24,BAI2
H2K37M,2.96,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,1.88,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,195.87,BAI2
H2K37M,119.68,BAI2
H2K37M,4.44,BAI2
H2K37M,2.68,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,2.02,BAI2
H2K37M,45.83,BAI2
H2K37M,119.02,BAI2
H2K37M,176.61,BAI2
H2K37M,152.96,BAI2
H2K37M,23.32,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,3.6,BAI2
H2K37M,110.92,BAI2
H2K37M,12.75,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,222.95,BAI2
H2K37M,0,BAI2
H2K37M,160.05,BAI2
H2K37M,94.77,BAI2
H2K37M,152.63,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,68.47,BAI2
H2K37M,12.39,BAI2
H2K37M,0,BAI2
H2K37M,53.2,BAI2
H2K37M,0.71,BAI2
H2K37M,0,BAI2
H2K37M,0.87,BAI2
H2K37M,0,BAI2
H2K37M,3,BAI2
H2K37M,0,BAI2
H2K37M,39.45,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,12.61,BAI2
H2K37M,165.23,BAI2
H2K37M,0,BAI2
H2K37M,30.09,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,0,BAI2
H2K37M,9.44,BAI2
H2K37M,0,BAI2
H2K37M,80.62,BAI2
H2K37M,0,BAI2
