Type,TPM,Gene
H2K37M,1.15,GRIA3
H2K37M,0.76,GRIA3
H2K37M,207.38,GRIA3
H2K37M,191.32,GRIA3
H2K37M,0,GRIA3
H2K37M,0,GRIA3
H2K37M,450.85,GRIA3
H2K37M,525.06,GRIA3
H2K37M,0,GRIA3
H2K37M,27.84,GRIA3
H2K37M,555.73,GRIA3
H2K37M,131.04,GRIA3
H2K37M,98.54,GRIA3
H2K37M,212.28,GRIA3
H2K37M,0.56,GRIA3
H2K37M,0,GRIA3
H2K37M,0,GRIA3
H2K37M,0,GRIA3
H2K37M,0,GRIA3
H2K37M,917.56,GRIA3
H2K37M,29.59,GRIA3
H2K37M,461.77,GRIA3
H2K37M,0,GRIA3
H2K37M,5.07,GRIA3
H2K37M,0,GRIA3
H2K37M,270.59,GRIA3
H2K37M,741.39,GRIA3
H2K37M,241.09,GRIA3
H2K37M,35.71,GRIA3
H2K37M,64.32,GRIA3
H2K37M,0,GRIA3
H2K37M,29.36,GRIA3
H2K37M,373.89,GRIA3
H2K37M,283.68,GRIA3
H2K37M,603.18,GRIA3
H2K37M,0,GRIA3
H2K37M,351.98,GRIA3
H2K37M,81.13,GRIA3
H2K37M,0,GRIA3
H2K37M,0,GRIA3
H2K37M,291.24,GRIA3
H2K37M,0,GRIA3
H2K37M,505.43,GRIA3
H2K37M,119.09,GRIA3
H2K37M,0,GRIA3
H2K37M,522.83,GRIA3
H2K37M,0,GRIA3
H2K37M,696.38,GRIA3
H2K37M,500.23,GRIA3
H2K37M,68.09,GRIA3
H2K37M,55.81,GRIA3
H2K37M,321.46,GRIA3
H2K37M,29.81,GRIA3
H2K37M,124.82,GRIA3
H2K37M,0,GRIA3
H2K37M,512.93,GRIA3
H2K37M,606.42,GRIA3
H2K37M,1193.98,GRIA3
H2K37M,0,GRIA3
H2K37M,590.59,GRIA3
H2K37M,119.78,GRIA3
H2K37M,68.48,GRIA3
H2K37M,0,GRIA3
H2K37M,321.37,GRIA3
H2K37M,245.2,GRIA3
H2K37M,403.12,GRIA3
H2K37M,182.44,GRIA3
H2K37M,310.2,GRIA3
H2K37M,0,GRIA3
H2K37M,0,GRIA3
H2K37M,829.18,GRIA3
H2K37M,264.58,GRIA3
H2K37M,123.7,GRIA3
H2K37M,165.5,GRIA3
H2K37M,481.35,GRIA3
H2K37M,0,GRIA3
H2K37M,123.9,GRIA3
H2K37M,150.57,GRIA3
H2K37M,0,GRIA3
H2K37M,113.23,GRIA3
H2K37M,118.86,GRIA3
H2K37M,0,GRIA3
H2K37M,52.65,GRIA3
H2K37M,47.52,GRIA3
H2K37M,29.32,GRIA3
H2K37M,243.66,GRIA3
H2K37M,6.86,GRIA3
H2K37M,6.06,GRIA3
H2K37M,0,GRIA3
H2K37M,1.48,GRIA3
H2K37M,657.43,GRIA3
H2K37M,228.64,GRIA3
H2K37M,83.17,GRIA3
H2K37M,1008.13,GRIA3
H2K37M,0,GRIA3
H2K37M,302.75,GRIA3
H2K37M,153.65,GRIA3
H2K37M,585.61,GRIA3
H2K37M,212.65,GRIA3
H2K37M,462.66,GRIA3
H2K37M,812.35,GRIA3
H2K37M,2.32,GRIA3
H2K37M,488.95,GRIA3
H2K37M,83.34,GRIA3
H2K37M,1035.08,GRIA3
H2K37M,509.05,GRIA3
H2K37M,0,GRIA3
H2K37M,339.15,GRIA3
H2K37M,612.36,GRIA3
H2K37M,393.66,GRIA3
H2K37M,63.22,GRIA3
H2K37M,207.07,GRIA3
H2K37M,393.01,GRIA3
H2K37M,84.4,GRIA3
H2K37M,47.93,GRIA3
H2K37M,0,GRIA3
H2K37M,3.68,GRIA3
H2K37M,503.38,GRIA3
H2K37M,87.4,GRIA3
H2K37M,283.69,GRIA3
H2K37M,0,GRIA3
H2K37M,34.87,GRIA3
H2K37M,282.13,GRIA3
H2K37M,335.75,GRIA3
H2K37M,312.25,GRIA3
H2K37M,124.18,GRIA3
H2K37M,334.65,GRIA3
H2K37M,134.73,GRIA3
H2K37M,0,GRIA3
H2K37M,253.42,GRIA3
H2K37M,120.61,GRIA3
H2K37M,1.78,GRIA3
H2K37M,4.76,GRIA3
H2K37M,270.25,GRIA3
H2K37M,0,GRIA3
H2K37M,0,GRIA3
H2K37M,280.55,GRIA3
H2K37M,534.94,GRIA3
H2K37M,819.11,GRIA3
H2K37M,3.59,GRIA3
H2K37M,0,GRIA3
H2K37M,2.38,GRIA3
H2K37M,112.8,GRIA3
H2K37M,167.43,GRIA3
H2K37M,118.31,GRIA3
H2K37M,219.59,GRIA3
H2K37M,28.46,GRIA3
H2K37M,117.76,GRIA3
H2K37M,0,GRIA3
H2K37M,176.24,GRIA3
H2K37M,0,GRIA3
H2K37M,99.6,GRIA3
H2K37M,0,GRIA3
H2K37M,676.87,GRIA3
H2K37M,11.84,GRIA3
H2K37M,63.07,GRIA3
H2K37M,211.42,GRIA3
H2K37M,96.83,GRIA3
